model,provider,prompt_id,run_id,niche,source,rank,institution_raw,justification,family,framing,scope,institution_normalized,match_score,baseline_rank,rank_difference_vs_baseline
gemini-3.1-pro-preview,gemini,SE_SALIENCE,run01,se,mention,15,University of Illinois Urbana-Champaign,"Recognized for significant contributions to software testing, automated refactoring, and empirical software engineering.",salience,neutral,open,Univ. of Illinois at Urbana-Champaign,100.0,3,12
gemini-3.1-pro-preview,gemini,VIS_RANK_A,run01,vision,mention,3,Carnegie Mellon University (CMU),"A historical and modern powerhouse in computer vision, particularly renowned for its contributions to autonomous systems, 3D vision, human pose estimation (OpenPose), and robotics.",rank,neutral,open,Carnegie Mellon University,95.0,1,2
gemini-3.1-pro-preview,gemini,VIS_RANK_A,run01,vision,mention,5,Stanford University,"The birthplace of ImageNet, which catalyzed the deep learning revolution in computer vision. Continues to lead globally in embodied AI, visual reasoning, and 3D scene understanding.",rank,neutral,open,Stanford University,100.0,5,0
gemini-3.1-pro-preview,gemini,VIS_RANK_A,run01,vision,mention,6,Massachusetts Institute of Technology (MIT),"Produces groundbreaking research in scene understanding (Places dataset), computational photography, generative models, and the intersection of vision and cognitive science.",rank,neutral,open,Massachusetts Inst. of Technology,85.5,6,0
gemini-3.1-pro-preview,gemini,VIS_RANK_A,run01,vision,mention,7,"University of California, Berkeley (UC Berkeley)","Renowned for foundational work in image-to-image translation (CycleGAN, pix2pix), object detection (R-CNN lineage), and the integration of vision with reinforcement learning.",rank,neutral,open,Carnegie Mellon University,85.5,1,6
gemini-3.1-pro-preview,gemini,VIS_RANK_A,run01,vision,mention,8,Chinese Academy of Sciences (CAS),"Frequently ranks at the very top of objective academic trackers like CSRankings for raw publication volume at top-tier computer vision conferences, driving massive algorithmic output.",rank,neutral,open,University of Michigan,85.5,27,-19
gemini-3.1-pro-preview,gemini,VIS_RANK_A,run01,vision,mention,9,Tsinghua University,"A leading global institution in AI, producing a massive volume of highly cited computer vision research, particularly in object detection, autonomous driving, and neural network optimization.",rank,neutral,open,University of Central Florida,85.5,9,0
gemini-3.1-pro-preview,gemini,VIS_RANK_A,run01,vision,mention,11,University of Oxford,"Historically highly influential for the VGG network and foundational datasets. Maintains strong, high-impact output in representation learning, self-supervised learning, and geometry.",rank,neutral,open,Univ. of California - San Diego,85.5,2,9
gemini-3.1-pro-preview,gemini,VIS_RANK_A,run01,vision,mention,12,Nanyang Technological University (NTU),"One of the most prolific universities globally in terms of accepted papers at CVPR and ICCV, excelling particularly in video analytics, human action recognition, and generative AI.",rank,neutral,open,Stanford University,85.5,5,7
gemini-3.1-pro-preview,gemini,VIS_RANK_A,run01,vision,mention,14,University of Illinois at Urbana-Champaign (UIUC),"A historically significant program with deep roots in object recognition and robust ongoing research in visual learning, generative models, and multimodal representation.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,86.61764705882352,3,11
gemini-3.1-pro-preview,gemini,VIS_RANK_A,run01,vision,mention,15,Peking University,"Consistently ranks among the top global universities for computer vision publications, with significant contributions to image processing, machine perception, and video coding.",rank,neutral,open,Carnegie Mellon University,85.5,1,14
gemini-3.1-pro-preview,gemini,VIS_RANK_B,run01,vision,mention,4,Stanford University,"Stanford's historical impact is unmatched due to the creation of ImageNet, which sparked the deep learning revolution. The university continues to lead in embodied AI, visual reasoning, and generative models.",rank,neutral,open,Stanford University,100.0,5,-1
gemini-3.1-pro-preview,gemini,VIS_RANK_B,run01,vision,mention,5,"University of California, Berkeley","BAIR is a powerhouse in computer vision, known for pioneering work in image-to-image translation (CycleGAN, pix2pix), self-supervised learning, and foundational contributions to neural rendering (NeRF).",rank,neutral,open,Stanford University,85.5,5,0
gemini-3.1-pro-preview,gemini,VIS_RANK_B,run01,vision,mention,6,Carnegie Mellon University,"CMU's Robotics Institute is a historic leader in the intersection of vision and robotics. They are renowned for breakthroughs in human pose estimation (OpenPose), autonomous driving, and 3D scene understanding.",rank,neutral,open,Carnegie Mellon University,100.0,1,5
gemini-3.1-pro-preview,gemini,VIS_RANK_B,run01,vision,mention,7,Massachusetts Institute of Technology,"MIT CSAIL researchers have made pioneering contributions to scene understanding, computational photography, and dataset creation (such as the Places dataset), maintaining a massive presence at top vision conferences.",rank,neutral,open,Massachusetts Inst. of Technology,100.0,6,1
gemini-3.1-pro-preview,gemini,VIS_RANK_B,run01,vision,mention,8,Chinese Academy of Sciences,"According to CSRankings, CAS consistently ranks #1 globally in raw publication volume at top computer vision conferences (CVPR, ICCV, ECCV), producing a massive amount of research in biometrics, object detection, and pattern recognition.",rank,neutral,open,University of Utah,85.5,46,-38
gemini-3.1-pro-preview,gemini,VIS_RANK_B,run01,vision,mention,9,Tsinghua University,"Tsinghua is a dominant force in academic computer vision, consistently ranking in the top 3 globally for publication volume. They produce highly cited work in autonomous driving, object detection, and vision-language models.",rank,neutral,open,University of Central Florida,85.5,9,0
gemini-3.1-pro-preview,gemini,VIS_RANK_B,run01,vision,mention,11,University of Oxford,"Oxford's VGG is legendary for creating the VGG network architecture. The group continues to produce top-tier, highly cited research in self-supervised learning, video understanding, and facial recognition.",rank,neutral,open,Univ. of California - San Diego,85.5,2,9
gemini-3.1-pro-preview,gemini,VIS_RANK_B,run01,vision,mention,12,Nanyang Technological University,"NTU has rapidly become a global leader in computer vision publication volume. Their research groups are highly prolific at CVPR and ICCV, focusing heavily on generative models, video analysis, and domain adaptation.",rank,neutral,open,Stanford University,85.5,5,7
gemini-3.1-pro-preview,gemini,VIS_RANK_B,run01,vision,mention,14,Peking University,"Peking University consistently ranks in the top 5 globally on CSRankings for computer vision, with major contributions to visual generation, multimedia analysis, and machine perception.",rank,neutral,open,Carnegie Mellon University,85.5,1,13
gemini-3.1-pro-preview,gemini,VIS_RANK_B,run01,vision,mention,15,Cornell University,"Cornell produces highly influential work in 3D reconstruction, neural rendering, and fine-grained visual categorization, maintaining a strong reputation for high-impact, foundational academic research.",rank,neutral,open,Cornell University,100.0,11,4
gemini-3.1-pro-preview,gemini,VIS_RANK_DEBIAS,run01,vision,mention,4,Tsinghua University,"Frequently ranks #1 globally in raw publication volume at top computer vision conferences according to CSRankings, with significant and highly cited work in representation learning and object detection.",rank,debiased,open,University of Central Florida,85.5,9,-5
gemini-3.1-pro-preview,gemini,VIS_RANK_DEBIAS,run01,vision,mention,5,Carnegie Mellon University,"A historical and modern powerhouse in computer vision, particularly renowned for its contributions to autonomous systems, 3D vision, and human pose estimation (e.g., OpenPose).",rank,debiased,open,Carnegie Mellon University,100.0,1,4
gemini-3.1-pro-preview,gemini,VIS_RANK_DEBIAS,run01,vision,mention,6,Stanford University,"The birthplace of ImageNet, which catalyzed the modern deep learning era in computer vision. Continues to lead globally in visual reasoning, scene understanding, and embodied AI.",rank,debiased,open,Stanford University,100.0,5,1
gemini-3.1-pro-preview,gemini,VIS_RANK_DEBIAS,run01,vision,mention,7,"University of California, Berkeley","Highly influential in generative models and image-to-image translation (CycleGAN, Pix2Pix), as well as foundational work in object detection (the R-CNN series origins) and autonomous driving datasets.",rank,debiased,open,Stanford University,85.5,5,2
gemini-3.1-pro-preview,gemini,VIS_RANK_DEBIAS,run01,vision,mention,8,Massachusetts Institute of Technology,"Produces foundational contributions to scene understanding (e.g., the Places dataset), computational photography, and video action recognition, maintaining immense academic influence.",rank,debiased,open,Massachusetts Inst. of Technology,100.0,6,2
gemini-3.1-pro-preview,gemini,VIS_RANK_DEBIAS,run01,vision,mention,9,Peking University,"Consistently ranks in the top 5 globally for CV publication volume, with major contributions to image processing, machine perception, and neural network optimization.",rank,debiased,open,Carnegie Mellon University,85.5,1,8
gemini-3.1-pro-preview,gemini,VIS_RANK_DEBIAS,run01,vision,mention,10,Nanyang Technological University,"A dominant force in the Asia-Pacific region for computer vision, frequently placing in the top 5 of CSRankings for CV with highly cited work in face recognition, video analysis, and domain adaptation.",rank,debiased,open,Stanford University,85.5,5,5
gemini-3.1-pro-preview,gemini,VIS_RANK_DEBIAS,run01,vision,mention,11,University of Oxford,"Created the highly influential VGG network. Despite being a smaller group compared to massive corporate labs, it continues to produce exceptionally high-impact research in self-supervised learning and geometric computer vision.",rank,debiased,open,Univ. of California - San Diego,85.5,2,9
gemini-3.1-pro-preview,gemini,VIS_RANK_DEBIAS,run01,vision,mention,13,Zhejiang University,"Produces a massive volume of top-tier research, particularly excelling at the intersection of computer vision and computer graphics, including neural rendering and 3D reconstruction.",rank,debiased,open,University of Central Florida,85.5,9,4
gemini-3.1-pro-preview,gemini,VIS_RANK_DEBIAS,run01,vision,mention,15,National University of Singapore,"Maintains a consistently high output of influential papers at top CV venues, with notable impact in robust feature matching, visual tracking, and low-level vision tasks.",rank,debiased,open,Stanford University,85.5,5,10
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,1,Carnegie Mellon University,"Consistently ranks at the very top for publication volume and impact at major computer vision conferences (CVPR, ICCV, ECCV). It has a massive, dedicated faculty working on everything from foundational geometry to deep learning and autonomous driving.",rank,neutral,us,Carnegie Mellon University,100.0,1,0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,2,Massachusetts Institute of Technology,"Produces highly influential, paradigm-shifting research in scene understanding, computational photography, generative models, and the intersection of vision and cognitive science.",rank,neutral,us,Massachusetts Inst. of Technology,100.0,6,-4
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,3,Stanford University,"Historically monumental for the creation of ImageNet, which sparked the deep learning revolution in vision. Continues to lead in 3D vision, embodied AI, and visual reasoning.",rank,neutral,us,Stanford University,100.0,5,-2
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,4,"University of California, Berkeley","Renowned for foundational work in object detection, image segmentation, image-to-image translation, and self-supervised representation learning.",rank,neutral,us,Stanford University,85.5,5,-1
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,5,University of Illinois at Urbana-Champaign,"Has a long, storied history of foundational contributions to computer vision, particularly in face recognition, 3D reconstruction, and robust visual learning.",rank,neutral,us,Univ. of Illinois at Urbana-Champaign,91.13924050632912,3,2
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,6,Cornell University,"Highly influential in fine-grained visual categorization, vision and language, and the intersection of computer graphics and vision.",rank,neutral,us,Cornell University,100.0,11,-5
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,7,"University of Maryland, College Park","One of the oldest and most prolific computer vision groups in the US, excelling in biometrics, domain adaptation, and visual surveillance.",rank,neutral,us,Stanford University,85.5,5,2
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,8,University of Texas at Austin,"Maintains a strong focus on video understanding, egocentric (first-person) vision, and vision for robotics and embodied agents.",rank,neutral,us,University of Texas at Austin,100.0,10,-2
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,9,"University of California, San Diego","Known for significant contributions to statistical visual computing, medical image analysis, and cognitive vision.",rank,neutral,us,Stanford University,85.5,5,4
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,10,"University of California, Los Angeles","Focuses heavily on compositional models, causal reasoning in vision, and human-robot interaction, pushing the boundaries of explainable AI in vision.",rank,neutral,us,Univ. of California - Los Angeles,85.71428571428572,32,-22
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,11,"University of Michigan, Ann Arbor","Produces top-tier research in 3D vision, video analysis, and the intersection of vision and language.",rank,neutral,us,University of Michigan,90.0,27,-16
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,12,University of Washington,"Highly influential in computational photography, 3D reconstruction, and human-centric computer vision, often bridging the gap between graphics and vision.",rank,neutral,us,University of Washington,100.0,22,-10
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,13,Columbia University,"Known for pioneering work in active vision, physics-based vision, computational imaging, and multimodal learning.",rank,neutral,us,Columbia University,100.0,24,-11
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,14,Georgia Institute of Technology,"Strong in interactive vision, robotics, action recognition, and machine learning applications to visual data.",rank,neutral,us,Georgia Institute of Technology,100.0,18,-4
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,mention,15,Johns Hopkins University,"Pioneering work in medical computer vision, mathematical models for imaging, and the theoretical foundations of deep learning in vision.",rank,neutral,us,Johns Hopkins University,100.0,8,7
gemini-3.1-pro-preview,gemini,VIS_SALIENCE,run01,vision,mention,1,Massachusetts Institute of Technology (MIT),"Pioneering research in scene understanding, object recognition, computational photography, and generative models.",salience,neutral,open,Massachusetts Inst. of Technology,85.5,6,-5
gemini-3.1-pro-preview,gemini,VIS_SALIENCE,run01,vision,mention,2,Stanford University,"Creators of ImageNet, which catalyzed the deep learning revolution in computer vision, with ongoing foundational work in 3D vision and embodied AI.",salience,neutral,open,Stanford University,100.0,5,-3
gemini-3.1-pro-preview,gemini,VIS_SALIENCE,run01,vision,mention,3,"University of California, Berkeley","Leading research in image-to-image translation (e.g., CycleGAN), autonomous driving, and vision-language models.",salience,neutral,open,Stanford University,85.5,5,-2
gemini-3.1-pro-preview,gemini,VIS_SALIENCE,run01,vision,mention,4,Carnegie Mellon University (CMU),"Historic and ongoing leadership in computer vision applied to robotics, facial recognition, motion tracking, and autonomous systems.",salience,neutral,open,Carnegie Mellon University,95.0,1,3
gemini-3.1-pro-preview,gemini,VIS_SALIENCE,run01,vision,mention,5,University of Oxford,Developed the highly influential VGG network architectures and produced foundational work in multiple view geometry and image retrieval.,salience,neutral,open,Univ. of California - San Diego,85.5,2,3
gemini-3.1-pro-preview,gemini,VIS_SALIENCE,run01,vision,mention,8,University of Toronto,"Birthplace of AlexNet, fundamentally shifting the field of computer vision towards deep learning.",salience,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,5
gemini-3.1-pro-preview,gemini,VIS_SALIENCE,run01,vision,mention,12,University of Washington,"Pioneering work in computational photography, 3D reconstruction from internet photo collections, and neural rendering.",salience,neutral,open,University of Washington,100.0,22,-10
gemini-3.1-pro-preview,gemini,VIS_SALIENCE,run01,vision,mention,13,INRIA (French National Institute for Research in Digital Science and Technology),"Strong historical and current contributions to visual recognition, feature extraction, and large-scale machine learning for vision.",salience,neutral,open,Georgia Institute of Technology,85.5,18,-5
gemini-3.1-pro-preview,gemini,VIS_SALIENCE,run01,vision,mention,14,University of Illinois at Urbana-Champaign (UIUC),"Foundational research in object detection, face recognition, and robust computer vision algorithms.",salience,neutral,open,Univ. of Illinois at Urbana-Champaign,86.61764705882352,3,11
gemini-3.1-pro-preview,gemini,VIS_SALIENCE,run01,vision,mention,15,Cornell University,"Significant contributions to fine-grained visual categorization, scene understanding, and vision-and-language navigation.",salience,neutral,open,Cornell University,100.0,11,4
gpt-5.4,openai,SE_RANK_A,run01,se,mention,1,Carnegie Mellon University,"CMU has had sustained, field-shaping influence across software architecture, formal methods, requirements, empirical software engineering, software analytics, and software engineering education. Its software engineering ecosystem has produced widely cited research, influential faculty, and strong ties to practice.",rank,neutral,open,Carnegie Mellon University,100.0,1,0
gpt-5.4,openai,SE_RANK_A,run01,se,mention,3,"University of California, Berkeley","Berkeley has had major influence through software systems, programming languages, verification, distributed systems, and developer-facing infrastructure. Its work often shapes how large-scale software is built and studied.",rank,neutral,open,Purdue University,85.5,4,-1
gpt-5.4,openai,SE_RANK_A,run01,se,mention,6,University of Washington,"The University of Washington has produced influential work in software engineering, developer productivity, program analysis, software tools, and human-centered aspects of programming, with strong crossovers into systems and HCI.",rank,neutral,open,University of Washington,100.0,32,-26
gpt-5.4,openai,SE_RANK_A,run01,se,mention,7,University of Oxford,"Oxford has had notable influence in formal methods, verification, dependable software, and rigorous software engineering, with strong visibility in both foundational and applied research.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,4
gpt-5.4,openai,SE_RANK_A,run01,se,mention,8,National University of Singapore,"NUS is one of the strongest software engineering institutions in Asia, with influential work in testing, automated repair, mining software repositories, security-related software analysis, and empirical software engineering.",rank,neutral,open,Purdue University,85.5,4,4
gpt-5.4,openai,SE_RANK_A,run01,se,mention,9,"University of California, Irvine","UC Irvine has long been influential in software architecture, collaboration, socio-technical aspects of development, requirements, and empirical software engineering, with a strong legacy in shaping the discipline.",rank,neutral,open,Purdue University,85.5,4,5
gpt-5.4,openai,SE_RANK_A,run01,se,mention,10,North Carolina State University,"NC State has had substantial impact in software testing, analysis, automated debugging, developer tools, and empirical software engineering, and is frequently visible in top software engineering venues.",rank,neutral,open,North Carolina State University,100.0,5,5
gpt-5.4,openai,SE_RANK_A,run01,se,mention,11,"University of Maryland, College Park","Maryland has been influential in software analysis, testing, debugging, verification, and software reliability, with strong contributions spanning both theory and practical tooling.",rank,neutral,open,Purdue University,85.5,4,7
gpt-5.4,openai,SE_RANK_A,run01,se,mention,14,University of Toronto,"The University of Toronto has produced influential work in software engineering, software analytics, developer tools, systems software, and empirical studies of software practice.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,11
gpt-5.4,openai,SE_RANK_A,run01,se,mention,15,Delft University of Technology,"TU Delft is widely recognized for influential work in mining software repositories, software analytics, testing, software evolution, and empirical software engineering.",rank,neutral,open,Purdue University,85.5,4,11
gpt-5.4,openai,SE_RANK_B,run01,se,mention,2,Carnegie Mellon University,"CMU has long been one of the most prominent academic centers in software engineering, with major strengths in software architecture, formal methods, requirements, software quality, and software engineering education. Its historical and ongoing influence on the field is unusually broad.",rank,neutral,open,Carnegie Mellon University,100.0,1,1
gpt-5.4,openai,SE_RANK_B,run01,se,mention,3,"University of California, Berkeley","Berkeley is highly influential in software systems and software engineering-adjacent research, especially where software engineering intersects with programming languages, systems, verification, and developer tooling. Its work often shapes both academic directions and practical infrastructure.",rank,neutral,open,Purdue University,85.5,4,-1
gpt-5.4,openai,SE_RANK_B,run01,se,mention,6,University of Washington,"The University of Washington has strong influence in software engineering through work spanning developer tools, program analysis, software reliability, human aspects of software development, and systems-building. Its impact is reinforced by strong interdisciplinary ties.",rank,neutral,open,University of Washington,100.0,32,-26
gpt-5.4,openai,SE_RANK_B,run01,se,mention,7,National University of Singapore,"NUS is one of Asia's strongest institutions in software engineering, with sustained output in testing, analysis, automated repair, security-related software engineering, and empirical studies. It is highly visible in major international venues.",rank,neutral,open,Purdue University,85.5,4,3
gpt-5.4,openai,SE_RANK_B,run01,se,mention,8,University of Oxford,"Oxford has a respected software engineering presence, especially in formal methods, verification, dependable systems, and software engineering foundations. Its influence is particularly strong where rigorous methods meet practical software development.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,5
gpt-5.4,openai,SE_RANK_B,run01,se,mention,9,University of Toronto,"The University of Toronto has a strong record in software engineering research, especially in software analysis, maintenance, developer productivity, and software systems. It is consistently represented in top venues and has notable industrial connections.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,6
gpt-5.4,openai,SE_RANK_B,run01,se,mention,10,University of Illinois Urbana-Champaign,"UIUC is a major research institution with strong contributions to software engineering through work in program analysis, testing, verification, and software systems. Its influence is especially notable at the intersection of software engineering and programming languages.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,100.0,3,7
gpt-5.4,openai,SE_RANK_B,run01,se,mention,11,North Carolina State University,"NC State is widely recognized for empirical software engineering, mining software repositories, software quality, and developer-centric research. It has had sustained visibility and leadership in core software engineering communities.",rank,neutral,open,North Carolina State University,100.0,5,6
gpt-5.4,openai,SE_RANK_B,run01,se,mention,12,"University of California, Irvine","UC Irvine has long been influential in software architecture, collaboration, requirements, and human-centered software engineering. Its work has shaped both foundational ideas and practical approaches to software development.",rank,neutral,open,Purdue University,85.5,4,8
gpt-5.4,openai,SE_RANK_B,run01,se,mention,13,Monash University,"Monash has become highly visible in software engineering, particularly in mining software repositories, software analytics, testing, and empirical methods. It is especially prominent in publication output and international collaboration.",rank,neutral,open,Carnegie Mellon University,85.5,1,12
gpt-5.4,openai,SE_RANK_B,run01,se,mention,14,Delft University of Technology,"TU Delft is a strong European institution in software engineering, with notable work in software architecture, testing, software analytics, and dependable systems. It has a solid reputation and recurring presence in leading venues.",rank,neutral,open,Purdue University,85.5,4,10
gpt-5.4,openai,SE_RANK_DEBIAS,run01,se,mention,1,Carnegie Mellon University,"Consistently among the strongest institutions in software engineering by publication volume, citation impact, and long-term influence across requirements, architecture, testing, formal methods, empirical software engineering, and software analytics. Its dedicated software research structure and sustained presence in top venues make it a leading institution in the field.",rank,debiased,open,Carnegie Mellon University,100.0,1,0
gpt-5.4,openai,SE_RANK_DEBIAS,run01,se,mention,4,"University of California, Davis","Has had major influence in empirical software engineering, mining software repositories, software analytics, and socio-technical aspects of development. Its research output has been especially visible and impactful in modern data-driven software engineering.",rank,debiased,open,Purdue University,85.5,4,0
gpt-5.4,openai,SE_RANK_DEBIAS,run01,se,mention,5,North Carolina State University,"Strong and sustained software engineering presence spanning testing, automated program repair, developer productivity, mining software repositories, and empirical methods. Frequently represented in top conferences and journals with influential work.",rank,debiased,open,North Carolina State University,100.0,5,0
gpt-5.4,openai,SE_RANK_DEBIAS,run01,se,mention,6,University of Waterloo,"Highly influential in software maintenance, reverse engineering, mining software repositories, developer tools, and empirical software engineering. Its work has had broad impact on both research methodology and practical tooling.",rank,debiased,open,Univ. of Illinois at Urbana-Champaign,85.5,3,3
gpt-5.4,openai,SE_RANK_DEBIAS,run01,se,mention,7,"University of Maryland, College Park","Important contributor to software testing, debugging, program analysis, and developer support tools. Its research has had strong citation impact and long-standing visibility in core software engineering venues.",rank,debiased,open,Purdue University,85.5,4,3
gpt-5.4,openai,SE_RANK_DEBIAS,run01,se,mention,8,University of British Columbia,"Known for influential work in software testing, debugging, developer productivity, software practices, and empirical studies. It has maintained a strong publication record and practical impact on software engineering methods and tools.",rank,debiased,open,Purdue University,85.5,4,4
gpt-5.4,openai,SE_RANK_DEBIAS,run01,se,mention,9,University of Illinois Urbana-Champaign,"Has produced influential research at the intersection of software engineering, program analysis, testing, and automated reasoning. Its impact is amplified by strong contributions to tools and foundational techniques used across the field.",rank,debiased,open,Univ. of Illinois at Urbana-Champaign,100.0,3,6
gpt-5.4,openai,SE_RANK_DEBIAS,run01,se,mention,10,National University of Singapore,"A globally visible institution in software engineering with strong output in testing, automated repair, program analysis, and empirical studies. It has become especially influential in recent decades through sustained publication and citation performance.",rank,debiased,open,Purdue University,85.5,4,6
gpt-5.4,openai,SE_RANK_DEBIAS,run01,se,mention,11,Monash University,"Well known for influential work in search-based software engineering, testing, optimization, and analytics. Its researchers have had substantial impact in specialized but important subareas of software engineering.",rank,debiased,open,Carnegie Mellon University,85.5,1,10
gpt-5.4,openai,SE_RANK_DEBIAS,run01,se,mention,12,University of Texas at Austin,"Has contributed important work in formal methods, verification, testing, and dependable software systems. Its influence is significant, especially where software engineering overlaps with rigorous analysis and correctness.",rank,debiased,open,University of Texas at Austin,100.0,32,-20
gpt-5.4,openai,SE_RANK_DEBIAS,run01,se,mention,14,University of Zurich,"A recognized contributor to software evolution, architecture, maintenance, and empirical software engineering. Its research has been consistently visible and impactful in core software engineering communities.",rank,debiased,open,Univ. of Illinois at Urbana-Champaign,85.5,3,11
gpt-5.4,openai,SE_RANK_US,run01,se,mention,1,Carnegie Mellon University,"Widely regarded as one of the strongest U.S. centers for software engineering research, with major influence in software architecture, requirements, formal methods, testing, developer tools, and empirical software engineering.",rank,neutral,us,Carnegie Mellon University,100.0,1,0
gpt-5.4,openai,SE_RANK_US,run01,se,mention,2,"University of California, Berkeley","Highly influential in programming systems, software infrastructure, dependable systems, and software tools, with broad impact on both academic software engineering and real-world systems practice.",rank,neutral,us,Purdue University,85.5,4,-2
gpt-5.4,openai,SE_RANK_US,run01,se,mention,3,Massachusetts Institute of Technology,"A leading U.S. institution in computing research whose software-related work has strongly influenced programming languages, verification, systems, and software construction methods.",rank,neutral,us,Massachusetts Inst. of Technology,100.0,25,-22
gpt-5.4,openai,SE_RANK_US,run01,se,mention,4,University of Washington,"Known for influential work in software engineering, program analysis, debugging, testing, developer productivity, and human aspects of software development.",rank,neutral,us,University of Washington,100.0,32,-28
gpt-5.4,openai,SE_RANK_US,run01,se,mention,5,University of Illinois Urbana-Champaign,"Historically strong in programming languages, formal methods, software analysis, and systems, with substantial influence on software engineering research and tooling.",rank,neutral,us,Univ. of Illinois at Urbana-Champaign,100.0,3,2
gpt-5.4,openai,SE_RANK_US,run01,se,mention,6,University of Texas at Austin,"Influential in formal methods, verification, software analysis, and dependable software systems, with long-standing contributions to core software engineering topics.",rank,neutral,us,University of Texas at Austin,100.0,32,-26
gpt-5.4,openai,SE_RANK_US,run01,se,mention,7,Georgia Institute of Technology,"A major U.S. contributor to empirical software engineering, mining software repositories, software analytics, testing, and developer-centered research.",rank,neutral,us,Georgia Institute of Technology,100.0,30,-23
gpt-5.4,openai,SE_RANK_US,run01,se,mention,8,"University of California, San Diego","Strong influence in software systems, program analysis, security-related software research, and dependable computing, with notable crossover into software engineering practice.",rank,neutral,us,Purdue University,85.5,4,4
gpt-5.4,openai,SE_RANK_US,run01,se,mention,9,"University of Maryland, College Park","Well known for software engineering, programming languages, formal methods, and human-centered software development research, with sustained visibility in the field.",rank,neutral,us,Purdue University,85.5,4,5
gpt-5.4,openai,SE_RANK_US,run01,se,mention,10,North Carolina State University,"Particularly influential in empirical software engineering, software testing, software quality, and mining software repositories.",rank,neutral,us,North Carolina State University,100.0,5,5
gpt-5.4,openai,SE_RANK_US,run01,se,mention,11,"University of California, Irvine","Recognized for software architecture, collaborative software development, software processes, and socio-technical aspects of software engineering.",rank,neutral,us,Purdue University,85.5,4,7
gpt-5.4,openai,SE_RANK_US,run01,se,mention,12,Virginia Tech,"Has produced influential work in software maintenance, reverse engineering, program comprehension, and software evolution.",rank,neutral,us,Virginia Tech,100.0,12,0
gpt-5.4,openai,SE_RANK_US,run01,se,mention,13,Purdue University,"Strong in software reliability, testing, security-related software research, and program analysis, with meaningful impact on software engineering scholarship.",rank,neutral,us,Purdue University,100.0,4,9
gpt-5.4,openai,SE_RANK_US,run01,se,mention,14,University of Michigan,"Influential in programming systems, verification, software tools, and systems-oriented software research relevant to software engineering.",rank,neutral,us,University of Michigan,100.0,32,-18
gpt-5.4,openai,SE_RANK_US,run01,se,mention,15,Stanford University,"Although often more associated with broader systems and programming research than software engineering specifically, Stanford has had substantial influence on software construction, tools, and dependable systems.",rank,neutral,us,North Carolina State University,85.5,5,10
gpt-5.4,openai,SE_SALIENCE,run01,se,mention,1,Carnegie Mellon University,"Widely recognized for influential work in software engineering, including software architecture, requirements, testing, formal methods, and empirical software engineering.",salience,neutral,open,Carnegie Mellon University,100.0,1,0
gpt-5.4,openai,SE_SALIENCE,run01,se,mention,2,"University of California, Berkeley","Known for impactful research spanning software engineering, programming systems, developer tools, and software reliability.",salience,neutral,open,Purdue University,85.5,4,-2
gpt-5.4,openai,SE_SALIENCE,run01,se,mention,3,Massachusetts Institute of Technology,"CSAIL has long contributed to programming languages, systems, verification, and software construction methods that strongly influence software engineering research.",salience,neutral,open,Massachusetts Inst. of Technology,100.0,25,-22
gpt-5.4,openai,SE_SALIENCE,run01,se,mention,4,University of Washington,"Produces important work in software engineering, program analysis, debugging, developer productivity, and human aspects of software development.",salience,neutral,open,University of Washington,100.0,32,-28
gpt-5.4,openai,SE_SALIENCE,run01,se,mention,6,University of Oxford,"Has a strong reputation in formal methods, verification, programming languages, and rigorous approaches closely tied to software engineering.",salience,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,3
gpt-5.4,openai,SE_SALIENCE,run01,se,mention,7,University of Cambridge,"Known for foundational and applied work relevant to software engineering, including systems, programming languages, security, and verification.",salience,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,4
