model,provider,prompt_id,run_id,rank,institution_raw,justification
gpt-5.4,openai,VIS_RANK_US_C,run01,11,"University of Maryland, College Park","Maryland has one of the most recognizable dedicated computer vision groups in the US and has been influential for decades in recognition, tracking, video analysis, and related areas."
gpt-5.4,openai,VIS_RANK_US_C,run01,12,"University of California, Los Angeles","UCLA is a strong computer vision destination with work spanning recognition, visual learning, medical imaging, and robotics-adjacent perception. It benefits from broad strength across engineering and AI."
gpt-5.4,openai,VIS_RANK_US_C,run01,13,Yale University,"Yale has an important historical reputation in computer vision and remains strong in areas such as visual recognition, perception, and robotics-related vision. Its influence is larger than its size might suggest."
gpt-5.4,openai,VIS_RANK_US_C,run01,14,University of Texas at Austin,"UT Austin is a strong US program for computer vision, especially in visual recognition, embodied AI, robotics, and machine learning. It is a particularly good option for students interested in vision within a broader AI ecosystem."
gpt-5.4,openai,VIS_RANK_US_C,run01,15,Columbia University,"Columbia has long been a respected name in computer vision, with strengths in recognition, geometry, video, and medical-imaging-adjacent work. It remains a credible top-tier US option for vision research."
gpt-5.4,openai,VIS_RANK_US,run01,1,Massachusetts Institute of Technology,"MIT has been one of the most influential U.S. universities in computer vision for decades through foundational work in vision, perception, graphics-vision intersections, robotics perception, and learning-based visual understanding. CSAIL has produced major contributions, prominent faculty, and many highly influential alumni."
gpt-5.4,openai,VIS_RANK_US,run01,2,Stanford University,"Stanford is a central hub for modern computer vision, especially at the intersection of vision and machine learning. Its influence comes from highly cited research, strong faculty leadership, broad impact on 3D vision and recognition, and extensive placement of graduates into academia and industry."
gpt-5.4,openai,VIS_RANK_US,run01,3,"University of California, Berkeley","UC Berkeley has had sustained influence in visual recognition, 3D understanding, multimodal learning, robotics perception, and vision foundations. BAIR and related groups have produced widely adopted methods and many leading researchers."
gpt-5.4,openai,VIS_RANK_US,run01,4,Carnegie Mellon University,"CMU is historically one of the strongest U.S. centers for computer vision, especially in robotics vision, autonomous systems, tracking, recognition, and geometric vision. Its long-running institutional depth and alumni network make it exceptionally influential."
gpt-5.4,openai,VIS_RANK_US,run01,5,University of Illinois Urbana-Champaign,"UIUC has a long and distinguished history in computer vision, image understanding, pattern recognition, and machine perception. It has produced foundational work and influential faculty across multiple generations."
gpt-5.4,openai,VIS_RANK_US,run01,6,Cornell University,"Cornell has been highly influential in geometric vision, 3D reconstruction, recognition, graphics-vision integration, and robotics perception. Its faculty and alumni have had broad impact across academia and industry."
gpt-5.4,openai,VIS_RANK_US,run01,7,University of Michigan,"Michigan has strong influence in visual recognition, autonomous driving perception, medical imaging-adjacent vision, and robotics perception. Its scale, faculty strength, and interdisciplinary reach make it one of the leading U.S. universities in the area."
gpt-5.4,openai,VIS_RANK_US,run01,8,Georgia Institute of Technology,"Georgia Tech has built a major presence in computer vision through work in recognition, activity understanding, robotics perception, and vision for embodied AI. It has a strong publication record and broad academic influence."
gpt-5.4,openai,VIS_RANK_US,run01,9,"University of California, San Diego","UC San Diego has long been influential in visual perception, computational imaging, recognition, and robotics-related vision. It has contributed important work across both classical and learning-based computer vision."
gpt-5.4,openai,VIS_RANK_US,run01,10,University of Washington,"The University of Washington has strong influence in vision, graphics, human-centered visual computing, and multimodal AI. Its faculty have contributed significantly to recognition, 3D understanding, and vision-language directions."
gpt-5.4,openai,VIS_RANK_US,run01,11,"University of California, Los Angeles","UCLA has a long-standing record in image analysis, recognition, medical and biological imaging-adjacent vision, and machine learning for visual understanding. Its historical depth and interdisciplinary output support a high ranking."
gpt-5.4,openai,VIS_RANK_US,run01,12,"University of Maryland, College Park","Maryland has been influential in computer vision through work in recognition, tracking, video understanding, and robotics perception. It has a strong historical presence and notable contributions from multiple faculty generations."
gpt-5.4,openai,VIS_RANK_US,run01,13,Columbia University,"Columbia has made important contributions to image-based modeling, computational photography, recognition, and visual learning. Its faculty have had substantial impact on both foundational and applied computer vision."
gpt-5.4,openai,VIS_RANK_US,run01,14,Yale University,"Yale has had notable influence in object recognition, perceptual organization, and computational approaches to visual understanding. While smaller than some peers, its historical contributions are significant."
gpt-5.4,openai,VIS_RANK_US,run01,15,University of Texas at Austin,"UT Austin is highly influential in visual recognition, embodied perception, robotics vision, and modern deep learning-based computer vision. Its recent and sustained impact makes it a strong inclusion in the top tier of U.S. institutions."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,1,Massachusetts Institute of Technology (MIT),"MIT is consistently ranked as one of the top institutions in software engineering research, with a strong focus on AI and machine learning."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,2,Stanford University,"Stanford has a robust computer science department that is highly regarded for its software engineering research, particularly in areas like cybersecurity and distributed systems."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,3,Carnegie Mellon University (CMU),"CMU is known for its Software Engineering Institute, which conducts extensive research in software engineering methodologies and practices."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,4,"University of California, Berkeley","UC Berkeley has a strong computer science program that includes significant contributions to software engineering research, especially in areas like cloud computing and data management."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,5,University of Illinois at Urbana-Champaign (UIUC),"UIUC is recognized for its contributions to software engineering research, particularly in areas like software architecture and systems."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,6,University of Washington,"The University of Washington has a strong computer science department that focuses on software engineering research, with notable work in areas like mobile computing and human-computer interaction."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,7,"University of California, Los Angeles (UCLA)","UCLA's computer science department is known for its software engineering research, with a strong emphasis on areas like artificial intelligence and cybersecurity."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,8,University of Texas at Austin (UT-Austin),"UT-Austin is recognized for its contributions to software engineering research, particularly in areas like computer graphics and human-computer interaction."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,9,Georgia Institute of Technology (Georgia Tech),"Georgia Tech is known for its School of Computer Science, which conducts extensive research in software engineering and related fields."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,10,"University of California, San Diego (UCSD)","UCSD is recognized for its contributions to software engineering research, with a strong focus on areas like computer security and distributed systems."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,11,University of Michigan at Ann Arbor (UMich),"UMich is known for its contributions to software engineering research, with a strong emphasis on areas like artificial intelligence and cybersecurity."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,12,Northwestern University,"Northwestern's Department of Computer Science is recognized for its contributions to software engineering research, with a strong focus on areas like machine learning and cybersecurity."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,13,Rice University,"Rice University has a strong computer science department that conducts significant research in software engineering, with notable work in areas like machine learning and cybersecurity."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,14,University of Southern California (USC),"USC is recognized for its contributions to software engineering research, with a strong focus on areas like artificial intelligence and cybersecurity."
qwen2.5:3b,ollama,SE_RANK_US_B,run01,15,University of Notre Dame,"While not as prominent in the top-tier software engineering research, University of Notre Dame has a strong department that contributes to the field."
qwen2.5:3b,ollama,SE_RANK_US_C,run01,1,Massachusetts Institute of Technology (MIT),"MIT is consistently ranked as one of the top institutions for software engineering research, with a strong focus on AI and machine learning."
qwen2.5:3b,ollama,SE_RANK_US_C,run01,2,Stanford University,"Stanford has a renowned Computer Science department known for its cutting-edge research in software engineering, including areas like cybersecurity and distributed systems."
qwen2.5:3b,ollama,SE_RANK_US_C,run01,3,Carnegie Mellon University (CMU),"CMU is a leader in software engineering research with the SEI, which focuses on software development processes and practices."
qwen2.5:3b,ollama,SE_RANK_US_C,run01,4,"University of California, Berkeley","UC Berkeley has a strong Computer Science program that includes significant research in software engineering, particularly in areas like databases and distributed systems."
qwen2.5:3b,ollama,SE_RANK_US_C,run01,5,California Institute of Technology (Caltech),Caltech is known for its rigorous academic environment and has a strong Computer Science department with notable contributions to software engineering research.
qwen2.5:3b,ollama,SE_RANK_US_C,run01,6,University of Washington,"The University of Washington's Department of Computer Science & Engineering is highly regarded for its software engineering research, especially in areas like human-computer interaction and data science."
qwen2.5:3b,ollama,SE_RANK_US_C,run01,7,University of Illinois at Urbana-Champaign (UIUC),"UIUC is a top institution for software engineering research, with notable contributions to areas like computer security and distributed systems."
qwen2.5:3b,ollama,SE_RANK_US_C,run01,8,University of Texas at Austin (UT-Austin),"UT-Austin's Computer Science department is strong in software engineering research, with a focus on areas like machine learning and cybersecurity."
qwen2.5:3b,ollama,SE_RANK_US_C,run01,9,Georgia Institute of Technology (Georgia Tech),"Georgia Tech has a robust School of Computing that includes significant research in software engineering, particularly in areas like computer graphics and human-computer interaction."
qwen2.5:3b,ollama,SE_RANK_US_C,run01,10,"University of California, Los Angeles (UCLA)","UCLA's Computer Science department is highly regarded for its software engineering research, with notable contributions to areas like computer vision and machine learning."
qwen2.5:3b,ollama,SE_RANK_US_C,run01,11,"University of California, San Diego (UCSD)","UCSD is known for its strong Department of Computer Science & Engineering with research in software engineering, including areas like cybersecurity and distributed systems."
qwen2.5:3b,ollama,SE_RANK_US_C,run01,12,Northwestern University,"Northwestern's Department of Electrical Engineering and Computer Science is strong in software engineering research, with notable contributions to areas like cybersecurity and machine learning."
qwen2.5:3b,ollama,SE_RANK_US_C,run01,13,Rice University,"Rice University's Computer Science department has a strong focus on software engineering research, with notable contributions to areas like computer security and distributed systems."
qwen2.5:3b,ollama,SE_RANK_US_C,run01,14,University of Southern California (USC),"USC's Computer Science department is known for its software engineering research, with notable contributions to areas like cybersecurity and machine learning."
qwen2.5:3b,ollama,SE_RANK_US_C,run01,15,"University of Maryland, College Park (UMD)","UMD's Department of Computer Science is strong in software engineering research, with notable contributions to areas like computer security and distributed systems."
qwen2.5:3b,ollama,SE_RANK_US,run01,1,Massachusetts Institute of Technology (MIT),"MIT is consistently ranked as one of the top institutions for software engineering research, with a strong focus on AI and computer science."
qwen2.5:3b,ollama,SE_RANK_US,run01,2,Stanford University,Stanford has a robust CS department known for its contributions to software engineering research and innovation.
qwen2.5:3b,ollama,SE_RANK_US,run01,3,Carnegie Mellon University (CMU),"CMU is renowned for its work in robotics and software engineering, particularly in AI and cybersecurity."
qwen2.5:3b,ollama,SE_RANK_US,run01,4,"University of California, Berkeley (UCB)",UCB has a strong CS program with significant contributions to software engineering research and development.
qwen2.5:3b,ollama,SE_RANK_US,run01,5,California Institute of Technology (Caltech),"Caltech is known for its cutting-edge research in computer science and software engineering, especially in AI."
qwen2.5:3b,ollama,SE_RANK_US,run01,6,University of Illinois at Urbana-Champaign (UIUC),UIUC is a leading institution for software engineering research with strong programs and faculty expertise in the field.
qwen2.5:3b,ollama,SE_RANK_US,run01,7,University of Texas at Austin (UT-Austin),UT-Austin has a well-established CS department with significant contributions to software engineering research.
qwen2.5:3b,ollama,SE_RANK_US,run01,8,Georgia Institute of Technology (Georgia Tech),Georgia Tech is recognized for its strong programs in computer science and software engineering with notable research achievements.
qwen2.5:3b,ollama,SE_RANK_US,run01,9,University of Washington (UW),UW is a prominent institution in the field of software engineering with strong research programs and faculty expertise.
qwen2.5:3b,ollama,SE_RANK_US,run01,10,Northwestern University (NU),NU has a well-regarded CS department that contributes significantly to software engineering research and development.
qwen2.5:3b,ollama,SE_RANK_US,run01,11,"University of California, Los Angeles (UCLA)",UCLA is a major player in computer science with notable contributions to software engineering research.
qwen2.5:3b,ollama,SE_RANK_US,run01,12,University of Michigan at Ann Arbor (UMich),UMich is a leading institution in computer science with strong research programs in software engineering.
qwen2.5:3b,ollama,SE_RANK_US,run01,13,Rice University,Rice University has a strong CS program that contributes to the field of software engineering with notable research achievements.
qwen2.5:3b,ollama,SE_RANK_US,run01,14,"University of California, San Diego (UCSD)",UCSD is a prominent institution in computer science with significant contributions to software engineering research.
qwen2.5:3b,ollama,SE_RANK_US,run01,15,University of Southern California (USC),USC is a major player in computer science with notable contributions to software engineering research.
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,1,Carnegie Mellon University,"Carnegie Mellon University has a long-standing and highly respected Computer Science department, with significant contributions to computer vision research."
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,2,Massachusetts Institute of Technology (MIT),"MIT is renowned for its strong Computer Science program, which has made substantial contributions to computer vision research."
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,3,Stanford University,Stanford University's Department of Electrical Engineering and the Stanford Artificial Intelligence Laboratory have been leaders in computer vision for decades.
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,4,University of Washington,The University of Washington has a strong presence in computer vision research and is home to several notable labs and groups.
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,5,"University of California, Berkeley",UC Berkeley's Department of Electrical Engineering and Computer Sciences has a strong computer vision research group that is highly regarded.
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,6,"University of California, Los Angeles (UCLA)",UCLA's Department of Computing and Information Science has made significant contributions to computer vision research over the years.
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,7,Georgia Institute of Technology,"Georgia Tech's CRCV is a leading center for computer vision research, known for its innovative work and collaborations."
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,8,University of Illinois at Urbana-Champaign,The University of Illinois at Urbana-Champaign has a strong computer science department with notable contributions to computer vision research.
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,9,University of Texas at Austin,The University of Texas at Austin's CVRL is a well-established group with significant contributions to computer vision research.
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,10,"University of California, San Diego",UCSD's Center for Vision Research is a leading center in the field and has produced numerous influential researchers.
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,11,Rice University,"Rice University's Computer Science department has made notable contributions to computer vision research, particularly in areas like deep learning and robotics."
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,12,University of Southern California (USC),"The Viterbi School of Engineering at USC has a strong computer vision research group, contributing to the field through various initiatives and collaborations."
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,13,"University of Maryland, College Park",The University of Maryland's Department of Computer Science has a strong computer vision research group with significant contributions to the field.
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,14,University of Pennsylvania (UPenn),"UPenn's Computer and Information Science department has a strong computer vision research group, known for its innovative work in the field."
qwen2.5:3b,ollama,VIS_RANK_US_B,run01,15,University of Notre Dame,"While not as prominent as some other institutions on this list, University of Notre Dame's Department of Electrical Engineering and Computer Science has made notable contributions to computer vision research."
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,1,Massachusetts Institute of Technology (MIT),"MIT is home to CSAIL, one of the most renowned computer vision research labs in the world. It has produced numerous influential researchers and breakthroughs."
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,2,Stanford University,"Stanford's Computer Science Department is highly regarded for its computer vision research, with notable contributions to the field."
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,3,Columbia University,"Columbia has a strong presence in computer science and computer vision research, particularly through its Department of Computer Science."
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,4,"University of California, Berkeley (UCB)","UCB is a leader in computer science research, including computer vision. It has produced many influential researchers."
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,5,University of Washington (UW),The Department of Computer Science and Engineering at UW is known for its strong computer vision research group.
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,6,Cornell University,"Cornell's Computer Science Department has a robust computer vision research program, contributing to the field through various initiatives and collaborations."
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,7,"University of California, Los Angeles (UCLA)",UCLA's Department of Computing and Information Sciences has a strong computer vision research group that contributes to the field.
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,8,University of Illinois at Urbana-Champaign (UIUC),"UIUC's Department of Computer Science is a leader in computer vision research, with notable contributions and resources."
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,9,University of Texas at Austin (UT-Austin),"UT-Austin's Department of Computer Science is known for its strong computer vision research group, contributing to the field."
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,10,Georgia Institute of Technology (Georgia Tech),Georgia Tech's School of Interactive Computing has a significant presence in computer vision research and is highly regarded.
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,11,"University of California, San Diego (UCSD)",UCSD's Department of Computer Science and Engineering has a strong computer vision research group that contributes to the field.
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,12,University of Michigan (UM),"The Department of Electrical Engineering and Computer Science at UM is known for its strong computer vision research group, contributing to the field."
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,13,"University of California, Irvine (UCI)",UCI's Department of Computer Science has a notable presence in computer vision research and is highly regarded.
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,14,Rice University,"Rice University's Computer Science Department has a strong focus on computer vision research, contributing to the field through various initiatives and collaborations."
qwen2.5:3b,ollama,VIS_RANK_US_C,run01,15,University of Southern California (USC),"The Viterbi School of Engineering at USC has a notable presence in computer vision research, contributing to the field."
qwen2.5:3b,ollama,VIS_RANK_US,run01,1,Massachusetts Institute of Technology (MIT),"MIT has a long history in computer vision research, with significant contributions to the field through its CSAIL lab."
qwen2.5:3b,ollama,VIS_RANK_US,run01,2,Carnegie Mellon University,Carnegie Mellon University is renowned for its Robotics Institute which has made substantial contributions in computer vision research.
qwen2.5:3b,ollama,VIS_RANK_US,run01,3,Stanford University,"Stanford's Computer Science Department has a strong presence in computer vision, with notable researchers and publications."
qwen2.5:3b,ollama,VIS_RANK_US,run01,4,"University of California, Berkeley","UC Berkeley is known for its robust AI research ecosystem, including significant contributions to computer vision."
qwen2.5:3b,ollama,VIS_RANK_US,run01,5,California Institute of Technology (Caltech),"Caltech's CSAIL has been influential in the field, contributing to advancements in computer vision."
qwen2.5:3b,ollama,VIS_RANK_US,run01,6,University of Washington,The University of Washington's CSSIR has made notable contributions to computer vision research.
qwen2.5:3b,ollama,VIS_RANK_US,run01,7,Georgia Institute of Technology,"Georgia Tech is recognized for its School of Interactive Computing, which includes significant work in computer vision."
qwen2.5:3b,ollama,VIS_RANK_US,run01,8,University of Illinois at Urbana-Champaign (UIUC),"UIUC's Coordinated Science Laboratory has made substantial contributions to the field, including in computer vision."
qwen2.5:3b,ollama,VIS_RANK_US,run01,9,"University of California, Los Angeles (UCLA)",UCLA's Computer Vision and Robotics Lab has been influential in the field with its research contributions.
qwen2.5:3b,ollama,VIS_RANK_US,run01,10,University of Texas at Austin,The Center for Machine Vision Systems Engineering has been a significant contributor to computer vision research in the region.
qwen2.5:3b,ollama,VIS_RANK_US,run01,11,"University of Maryland, College Park",The University of Maryland's CAR has made notable contributions to computer vision research.
qwen2.5:3b,ollama,VIS_RANK_US,run01,12,Rice University,"Rice University is known for its Computer Science Department, which includes significant work in computer vision."
qwen2.5:3b,ollama,VIS_RANK_US,run01,13,University of Southern California (USC),The USC's CVAR has been influential in the field with its research contributions.
qwen2.5:3b,ollama,VIS_RANK_US,run01,14,Northwestern University,Northwestern University's Buckmaster Lab has made notable contributions to computer vision research.
qwen2.5:3b,ollama,VIS_RANK_US,run01,15,Duke University,"Duke University is known for its Computer Science Department, which includes significant work in computer vision."
